0.066750325	-0.017843751	0.036726724	0.0608151	-0.11558124	-0.08837107	0.034019995	-0.016670236	0.055600576	0.04998933	-0.026082808	-0.025388055	0.052066147	-0.2046106	-0.038280006	-0.06411447
0.0956126	0.015401839	0.10582885	0.0065632425	-0.09096423	-0.11300294	0.012082939	-0.0020406449	0.020330828	0.035304286	-0.08623867	0.019100988	-0.033575792	-0.20495473	-0.09858355	-0.04563591
0.09375361	0.037818186	0.05144027	0.05629709	-0.045469843	-0.07505414	-0.060701523	-0.00025230693	0.049517624	-0.032092858	-0.07162192	-0.06592011	-0.0173899	-0.14369884	-0.09159901	-0.06728438
0.07011516	0.01541967	0.09175175	0.08966174	-0.007849071	-0.09037229	0.050053686	-0.025825638	0.06988705	-0.019443681	-0.015597743	-0.023509284	0.03766991	-0.1911797	0.0016762362	-0.0012450031
0.08856952	0.02027067	0.050194424	0.0788781	-0.14724611	-0.10448047	0.015474063	0.005327262	0.03561936	-0.005641247	0.055315286	-0.0015137923	0.015344634	-0.13142534	0.0077959346	-0.07023451
-0.0054012327	-0.0069725676	0.03553796	0.04589267	0.036462672	-0.12802741	0.015365404	-0.07673296	-0.017746542	-0.017173896	-0.011112084	-0.009976288	-0.066861734	-0.097243205	-0.032751296	-0.034955986
0.06084408	0.039085247	0.063806415	0.03876792	-0.19445914	-0.10659818	-0.070925556	-0.024011724	-0.04383937	-0.00030600885	-0.088560484	0.027427293	0.09353453	-0.1147921	-0.10030779	-0.10638833
-0.0173326	0.011897959	0.082352735	0.017161675	-0.08823131	-0.10973536	-0.021748189	0.025674755	-0.04813294	0.0030856626	-0.040029045	-0.040783264	0.009507415	-0.124606684	-0.040067162	-0.028214606
0.039639186	-0.0009896815	0.056532815	0.041954912	-0.05237254	-0.06237281	0.0027498496	0.007126079	0.03771688	0.011266371	-0.03268086	-0.076314256	-0.015447499	-0.18143684	-0.08413177	0.016795116
0.026927974	0.0555216	0.03455353	0.06430333	-0.124135956	-0.053975668	-0.0015877677	0.008645603	0.07233773	0.07515723	-0.07012943	0.040696017	-0.03421242	-0.13045603	-0.052219495	-0.017182186
